	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size
63	35.4558	2512.28	2598.73	0.0291052	105.4	50.1226	181.693	178.156	59.5536	56.0168	9.14364	9.03311	5.32679	5.21626	66.0479	41504.2	7.11111	4.25727e+06	5.80051e+06	183455	11109.1	4164630	53.8662	1.56779	0.00980508	42	52	-6638578279246172353	0.3764	0.9984	0.622	0.001585	5	12	63	True	True	True	1590114932698412210	0	12500
68	35.5669	3105.23	1091.1	0.0410185	78.1516	55.7246	79.638	76.4442	28.2185	25.0248	8.32748	8.09936	4.65467	4.42654	68.1956	52962.3	11.3463	624633	714019	104151	6107.68	531030	1189.7	48.7996	0.00993223	42	75	2534524558569033911	0.3686	1	0.6314	0.001585	2	8	68	True	True	True	1590115759485140684	4	12500
70	36.3518	3829.49	1449.26	0.0437867	96.1166	61.8829	85.4688	82.3404	30.2213	27.0929	8.74397	8.52051	4.79772	4.57426	80.6845	77266.8	10.3692	2.52625e+06	2.98781e+06	186371	9238.41	2102030	309.012	13.5306	0.00999386	42	25	-1527731969814682931	0.3285	1	0.6715	0.00631	2	16	70	True	True	True	1590114992466988789	3	12500
71	29.7096	1992.77	1774.78	0.0421374	84.4199	44.6405	141.179	138.012	46.5894	43.4225	8.68807	8.56627	5.05	4.92819	68.1956	33996.1	5.51603	1.4105e+06	1.85949e+06	121524	7126.71	1414630	301.124	12.6886	0.00956317	42	29	-3178737438246148975	0.41032	0.99992	0.5896	0.001585	4	8	71	True	True	True	1590114750324447889	0	12500
72	35.5812	4362.92	1842.64	0.0353326	99.2159	66.0524	86.3975	83.0545	29.98	26.6371	8.81031	8.57153	4.78049	4.54171	80.6845	88026.6	10.9113	1.80618e+06	2.13313e+06	198582	9843.79	1611780	1100.49	38.8832	0.00927426	42	76	3578242393471216772	0.3721	1	0.6279	0.001	2	14	72	True	True	True	1590115292714219175	0	12500
73	31.5475	1863.25	1167.62	0.0486224	77.7125	43.1654	109.585	106.561	38.0615	35.0379	8.47498	8.3238	4.89881	4.74762	64	29833.6	5.56699	1.53243e+06	1.97661e+06	96649.1	6039.23	1516030	66.3974	3.2284	0.00983459	42	17	-4585854124910700937	0.35744	0.99984	0.6424	0.01	3	10	73	True	True	True	1590114034933535241	0	12500
77	42.9377	4129.49	4288.4	0.0321126	135.948	64.2611	228.794	225.356	74.3415	70.903	9.65848	9.568	5.59394	5.50345	72.8178	75196.7	4.26223	8.0428e+06	1.14647e+07	336473	18481.8	9156430	76.0074	2.4408	0.00914503	42	89	92221832124007338	0.39482	0.99992	0.6051	0.001	6	16	77	True	True	True	1590167168080004102	3	12500
80	30.1283	2281.44	1567.07	0.0456294	87.9371	47.7644	114.021	110.934	38.7139	35.6267	8.69678	8.54242	4.93143	4.77707	68.1956	38917.6	6.05917	2.25141e+06	2.91448e+06	131860	7732.94	2179230	100.274	4.57546	0.00945976	42	17	1509510996435988000	0.3636	1	0.6364	0.00631	3	12	80	True	True	True	1590114499445111790	1	12500
81	31.0213	2422.52	2211.37	0.0424051	98.0751	49.2191	148.217	145.056	48.7172	45.5567	8.95874	8.83718	5.13184	5.01028	66.0479	40022.1	4.26223	3.04964e+06	4.13997e+06	158846	9618.73	3171930	85.7611	3.63671	0.00963103	42	21	-6747634100443282140	0.36624	0.99984	0.6336	0.003162	4	12	81	True	True	True	1590114572247121089	0	12500
84	29.0675	1956.5	1319.41	0.0417103	76.8856	44.2323	109.137	105.96	37.0451	33.868	8.4526	8.29375	4.84799	4.68914	66.0479	32327.2	7.33865	1.02948e+06	1.29732e+06	97630.4	5911.4	972830	308.472	12.8665	0.00887146	42	23	-7355835387290159384	0.4002	1	0.5998	0.003162	3	8	84	True	True	True	1590114613693017236	2	12500
86	35.6475	3887.07	1584.12	0.0383837	92.4981	62.3463	84.5288	81.2687	29.5629	26.3028	8.67683	8.44397	4.75069	4.51783	86.6592	84234.2	10.9113	1.33531e+06	1.56858e+06	185384	8555.91	1186530	1139.71	43.7462	0.00987076	42	83	6884079626664233470	0.367	1	0.633	0.001	2	12	86	True	True	True	1590116039513996961	2	12500
87	44.4718	2278.42	2371.21	0.0330776	106.032	47.7328	210.617	207.208	70.7432	67.3343	9.18014	9.09043	5.49925	5.40954	58.397	33284.7	3.76125	4.5281e+06	6.58003e+06	164157	11242.7	5157330	12.647	0.418333	0.0083258	42	69	-5887905545788027288	0.36222	0.99952	0.6373	0.003162	6	12	87	True	True	True	1590114576831542058	0	12500
88	38.195	3184.42	1068.66	0.0401208	78.5995	56.4306	79.7198	76.5039	28.4809	25.2651	8.33333	8.10362	4.67341	4.44371	77.9263	62059	12.642	637334	724903	120377	6177.89	531030	1274.85	51.148	0.00967511	42	78	2534524558569033911	0.3753	1	0.6247	0.001585	2	8	88	True	True	True	1590115256583251972	2	12500
89	40.7565	2728.03	2827.04	0.0331878	107.558	52.2306	212.091	208.686	69.4179	66.0124	9.21894	9.12932	5.46437	5.37475	66.0479	45066.7	4.87039	3.27046e+06	4.56138e+06	191043	11568.7	3585280	89.9503	2.98525	0.00992318	42	108	-4508936653500366188	0.40048	0.99968	0.5992	0.001	6	10	89	True	True	True	1590167163230373151	3	12500
90	42.3707	1617.15	1121.66	0.0396282	75.7638	40.2139	161.412	158.184	57.1505	53.9222	8.50988	8.409	5.25169	5.15081	50.5679	20465.4	5.8881	1.76534e+06	2.35104e+06	72588.2	5740.15	1856430	16.7316	0.663041	0.00984232	42	46	-6565967768306154532	0.36094	0.99864	0.6377	0.01	5	8	90	True	True	True	1590114997462318259	2	12500
91	43.3018	2143.74	1690.13	0.0365646	102.542	46.3006	177.952	174.644	62.3216	59.013	9.02675	8.92335	5.41329	5.30989	60.18	32274.1	6.5536	6.76382e+06	9.69375e+06	158218	10514.9	7392830	14.4738	0.52923	0.00907113	42	40	7889679010538369184	0.35384	0.99824	0.6444	0.01	5	16	91	True	True	True	1590114947057050870	2	12500
92	36.384	3435.28	1211.24	0.0464143	91.7475	58.6112	84.2603	81.1902	30.265	27.1948	8.65765	8.43836	4.80084	4.58155	75.3071	64696.8	8.46281	2.46276e+06	2.93249e+06	158498	8417.61	2102030	182.624	8.47635	0.00994216	42	24	-2546047217668018735	0.3176	1	0.6824	0.01	2	16	92	True	True	True	1590114535979651883	2	12500
94	35.6693	3311.92	1202.38	0.0421712	83.234	57.5492	81.5298	78.3638	28.7752	25.6092	8.46262	8.23647	4.69443	4.46828	72.8178	60313.1	10.3692	975636	1.12751e+06	126140	6927.89	826280	773.364	32.6137	0.00997876	42	42	-9142362719294473386	0.35	1	0.65	0.003162	2	10	94	True	True	True	1590115071873211077	3	12500
97	29.3051	2688.92	1905.7	0.0412966	93.3255	51.8548	116.112	112.925	38.853	35.666	8.80134	8.64199	4.93838	4.77903	68.1956	45864.7	6.11786	2.24481e+06	2.88326e+06	148512	8709.65	2179230	253.21	10.4567	0.00947086	42	18	8552722761693282105	0.3832	1	0.6168	0.003162	3	12	97	True	True	True	1590114571648673776	0	12500
98	30.7447	3352.51	2986.06	0.0369657	112.1	57.9008	154.488	151.19	50.2266	46.9289	9.19993	9.0731	5.18989	5.06305	70.4499	59067.5	4.82868	4.20646e+06	5.62759e+06	221349	12566.5	4313080	276.048	10.2043	0.0087434	42	23	8073524614828840347	0.39506	0.99976	0.6047	0.001585	4	14	98	True	True	True	1590114933853968961	0	12500
102	44.4816	1989.5	2029.73	0.0365001	96.906	44.6038	204.638	201.327	69.3302	66.0197	9.02279	8.93567	5.46206	5.37495	56.692	28218.6	4.03143	3.19996e+06	4.58639e+06	133117	9390.77	3585280	14.8111	0.540607	0.00888833	42	70	1817495499038860681	0.37176	0.99976	0.628	0.003162	6	10	102	True	True	True	1590116512807829845	4	12500
103	29.1114	3974.75	2820.29	0.0363559	112.301	63.0457	122.517	119.203	40.4891	37.1747	9.12159	8.95587	5.02019	4.85447	83.5918	83085.9	6.48855	3.84362e+06	4.95683e+06	263575	12611.4	3865630	457.52	16.6335	0.00969049	42	21	-7410018531192978725	0.4218	1	0.5782	0.001585	3	16	103	True	True	True	1590115522702093223	2	12500
106	29.8055	4249.14	3685.75	0.037356	123.64	65.1854	158.732	155.445	51.1051	47.8178	9.36319	9.23676	5.22368	5.09724	83.5918	88820	5.04278	5.36407e+06	7.16161e+06	319486	15286.9	5629230	444.399	16.601	0.00998234	42	24	5812349128615729751	0.4247	1	0.5753	0.001	4	16	106	True	True	True	1590115747283907834	1	12500
108	37.8769	2937.82	874.341	0.0451476	74.424	54.2017	78.2039	75.1061	28.3059	25.2081	8.22505	8.00378	4.66091	4.43964	62.0459	45591.5	8.86101	625055	708847	85938.6	5538.94	531030	571.701	25.8109	0.00988234	42	38	3245632698784002773	0.3417	1	0.6583	0.00631	2	8	108	True	True	True	1590114211783086191	0	12500
110	42.1961	2031.51	2077.13	0.0335918	92.7833	45.0723	201.798	198.404	67.2249	63.8314	8.94805	8.85875	5.40666	5.31736	64	32525.7	5.27145	2.16647e+06	2.9931e+06	137761	8608.73	2298230	46.2422	1.55336	0.00957187	42	97	-5226700891785418501	0.3982	0.9996	0.6014	0.001585	6	8	110	True	True	True	1590115299923371346	1	12500
112	47.8545	2092.45	1833.87	0.0401617	99.2564	45.7433	205.008	201.793	71.0736	67.8588	9.03252	8.94792	5.50794	5.42334	58.397	30569.6	4.58928	4.70821e+06	6.69956e+06	143851	9851.84	5157330	9.47026	0.380341	0.00864473	42	58	4770274070504044230	0.362	0.9996	0.6376	0.00631	6	12	112	True	True	True	1590114844343322788	1	12500
113	31.2882	2485.21	2220.33	0.0412741	98.7308	49.8519	148.471	145.283	48.912	45.7245	8.96851	8.84592	5.13933	5.01673	62.0459	38570.8	4.58928	3.08297e+06	4.16364e+06	151224	9747.77	3171930	95.9389	3.95979	0.00938822	42	19	-6747634100443282140	0.36878	0.99968	0.6309	0.003162	4	12	113	True	True	True	1590115032292673759	3	12500
119	35.663	3575	3695.76	0.0284729	125.235	59.7913	192.209	188.65	62.1044	58.5456	9.47227	9.36106	5.4065	5.29529	70.4499	62986.1	9.6288	7.79957e+06	1.05253e+07	276250	15683.7	7392830	109.392	3.11472	0.00969131	42	61	4980573621573653097	0.39948	0.99888	0.5994	0.001	5	16	119	True	True	True	1590167173935094787	0	12500
121	43.8208	1910.79	1413.33	0.0379214	90.1276	43.7125	170.976	167.703	60.41	57.1378	8.80872	8.70647	5.35355	5.25129	56.692	27103	5.77804	3.81246e+06	5.31447e+06	115149	8122.99	4164630	14.9132	0.565531	0.00847707	42	39	-9155870155226613232	0.36076	0.99856	0.6378	0.01	5	12	121	True	True	True	1590114679345685416	2	12500
123	36.2565	4832.36	2077.35	0.036353	105.562	69.5152	87.9814	84.6669	30.439	27.1245	8.92344	8.68669	4.81327	4.57652	100.786	121780	11.497	2.36688e+06	2.80482e+06	280796	11143.4	2102030	1090.41	39.6398	0.00991702	42	68	3878930905162672824	0.3827	1	0.6173	0.001	2	16	123	True	True	True	1590115748082546401	1	12500
124	35.666	2168.42	2178.93	0.0287224	96.0532	46.5663	176.362	172.812	58.2287	54.6786	8.97706	8.86612	5.28538	5.17444	62.0459	33656.9	6.75472	2.96672e+06	4.01158e+06	143134	9226.21	2895530	60.3742	1.73409	0.0087706	42	63	3479100151182935276	0.38218	0.99848	0.6163	0.001585	5	10	124	True	True	True	1590115348682254842	1	12500
125	28.7063	3100.5	2209.19	0.0400995	100.928	55.6821	118.839	115.622	39.4632	36.2468	8.93766	8.77684	4.96889	4.80807	72.8178	56464.4	5.77804	3.0269e+06	3.90555e+06	185461	10186.5	2962430	246.463	9.88303	0.00971605	42	16	-1532375267845160861	0.3836	1	0.6164	0.003162	3	14	125	True	True	True	1590114895718019757	1	12500
128	51.4479	2260.04	1677.53	0.041631	102.244	47.5399	205.852	202.673	73.1216	69.9427	9.05474	8.97109	5.56184	5.47818	56.692	32053	4	6.15051e+06	8.82805e+06	148183	10453.8	7014380	7.43528	0.309538	0.00846617	42	54	8862306381679044440	0.35922	0.99952	0.6403	0.01	6	14	128	True	True	True	1590115728438574907	2	12500
130	32.3476	2277.92	2013.78	0.0399511	99.1306	47.7276	148.284	145.064	49.4824	46.2623	8.96132	8.83747	5.16127	5.03742	60.18	34292.8	4	3.99386e+06	5.56581e+06	147867	9826.87	4313080	23.1621	0.925352	0.00785718	42	18	-2289228439678869417	0.34354	0.99944	0.6559	0.00631	4	14	130	True	True	True	1590115070483990053	4	12500
131	28.8214	3672.1	2512.55	0.0369251	106.145	60.5978	120.332	117.033	39.7939	36.495	9.01231	8.84737	4.98543	4.82049	80.6845	74092	6.48855	2.99424e+06	3.8224e+06	227283	11266.7	2962430	500.074	18.4653	0.00928502	42	21	7978339655068851090	0.4069	1	0.5931	0.001585	3	14	131	True	True	True	1590115625040667397	4	12500
133	28.8365	2688.21	1909.89	0.0411458	93.3191	51.8479	116.097	112.907	38.7699	35.5793	8.80061	8.64107	4.93423	4.7747	70.4499	47367.5	6.5536	2.26701e+06	2.90553e+06	153399	8708.46	2179230	252.321	10.382	0.00964217	42	18	8552722761693282105	0.391	1	0.609	0.003162	3	12	133	True	True	True	1590115136972750174	4	12500
137	28.8273	2716.42	1888.18	0.0363135	90.4875	52.1193	114.691	111.376	38.4165	35.101	8.73029	8.56452	4.91656	4.75078	83.5918	56789.2	7.33865	1.5216e+06	1.9384e+06	171134	8187.98	1516030	624.119	22.6639	0.00978576	42	31	6568558403331794652	0.4414	1	0.5586	0.001	3	10	137	True	True	True	1590115678970162984	2	12500
138	30.9102	3464.56	2988.93	0.0394674	112.819	58.8605	154.47	151.237	50.2166	46.9843	9.19924	9.07492	5.1895	5.06519	75.3071	65248	4.87039	4.25619e+06	5.65572e+06	239652	12728.1	4313080	269.272	10.6275	0.00987384	42	20	8073524614828840347	0.3943	1	0.6057	0.001585	4	14	138	True	True	True	1590115778404642511	4	12500
139	44.4687	2609.81	2750.87	0.0360269	115.04	51.0863	216.314	212.99	72.1819	68.8584	9.33005	9.24259	5.53711	5.44965	62.0459	40503.4	3.76125	6.09962e+06	8.93853e+06	205303	13234.2	7014380	12.1062	0.43615	0.00974308	42	64	-1831960413689477244	0.3622	0.9996	0.6374	0.003162	6	14	139	True	True	True	1590116356290497978	3	12500
141	35.241	2366.07	2379.8	0.0292174	98.9373	48.6423	178.311	174.778	58.4591	54.9261	9.03795	8.92754	5.29258	5.18217	64	37878.7	11.3463	3.18632e+06	4.21094e+06	156639	9788.58	2895530	125.749	3.67405	0.00989731	42	75	4108024635023438784	0.40148	0.99848	0.597	0.001	5	10	141	True	True	True	1590116352349413327	2	12500
142	41.6373	2016.84	2097.37	0.0350182	92.9562	44.9093	201.874	198.522	67.1099	63.758	8.95007	8.86186	5.40363	5.31543	60.18	30364.9	4.51342	2.09579e+06	2.92872e+06	130023	8640.85	2298230	45.9413	1.60878	0.00978959	42	90	-5226700891785418501	0.4063	0.9996	0.5933	0.001585	6	8	142	True	True	True	1590114752405757760	0	12500
143	30.9631	2932.39	2021.7	0.0435103	101.52	54.1515	118.92	115.786	40.0018	36.867	8.94175	8.78501	4.99582	4.83908	75.3071	55229	5.22449	3.95059e+06	5.16228e+06	194056	10306.3	3865630	87.0387	3.78708	0.00920614	42	15	-5623405005145988537	0.3622	1	0.6378	0.00631	3	16	143	True	True	True	1590114726373938912	2	12500
144	31.38	1635.53	994.169	0.0494289	70.1979	40.4416	106.055	103.048	37.0204	34.0132	8.29848	8.14812	4.84675	4.69639	64	26189.9	6.5536	1.00478e+06	1.27194e+06	78865.5	4927.75	972830	84.0506	4.15453	0.00992044	42	18	-2959591463707652910	0.36552	0.99992	0.6344	0.01	3	8	144	True	True	True	1590114030143777350	0	12500
145	50.6348	2219.5	1692.18	0.0403268	102.233	47.1115	205.804	202.593	72.8587	69.648	9.05348	8.96898	5.55492	5.47043	58.397	32424.5	4.09542	6.16222e+06	8.87097e+06	152606	10451.5	7014380	6.47549	0.261136	0.00833682	42	56	8862306381679044440	0.35872	0.99952	0.6408	0.01	6	14	145	True	True	True	1590114222323716708	0	12500
146	37.6908	1905.73	1838.5	0.0343076	91.4725	43.6547	172.993	169.621	58.2367	54.8643	8.87178	8.76639	5.28563	5.18024	55.0607	26254.1	5.17815	2.83015e+06	3.89761e+06	115198	8367.22	2895530	24.931	0.855321	0.00931092	42	43	-7816096414355022837	0.36998	0.99888	0.6289	0.003162	5	10	146	True	True	True	1590114927793263580	1	12500
148	33.3888	2122	1834.11	0.0401961	99.8857	46.0652	148.395	145.181	50.303	47.0891	8.96558	8.84197	5.19283	5.06921	64	33973.6	4.03143	5.00809e+06	7.18044e+06	159656	9977.15	5629230	13.4472	0.540526	0.00846201	42	20	-5507333751871766013	0.34268	0.99928	0.6566	0.01	4	16	148	True	True	True	1590114213212434672	0	12500
149	35.5631	3480.77	1322.12	0.038229	85.4022	58.9981	82.216	78.9518	28.8697	25.6056	8.51163	8.27847	4.70118	4.46803	72.8178	63387.1	10.9113	957179	1.1094e+06	132796	7293.53	826280	1057.01	40.4085	0.00937984	42	63	426248914965896853	0.3607	1	0.6393	0.001585	2	10	149	True	True	True	1590115472127216087	3	12500
151	35.4218	2740.04	2805.76	0.0290148	108.163	52.3453	183.559	180.019	59.8575	56.3176	9.20195	9.09132	5.33628	5.22566	66.0479	45264.9	9.17839	4.42272e+06	5.92966e+06	193200	11699.3	4164630	111.765	3.24283	0.00982899	42	70	3409056197794613212	0.40354	0.99864	0.5951	0.001	5	12	151	True	True	True	1590115822234872368	1	12500
153	31.4241	3189.4	2885.98	0.0419597	113.641	56.4748	155.011	151.84	50.5006	47.3295	9.22008	9.09811	5.20043	5.07846	68.1956	54397.3	3.96893	5.39282e+06	7.35608e+06	220196	12914.3	5629230	79.9588	3.35505	0.00990049	42	19	-3898319721660655299	0.36634	0.99984	0.6335	0.003162	4	16	153	True	True	True	1590114952897930644	1	12500
157	42.3313	2759.5	2812.91	0.0333293	107.78	52.5309	212.385	208.984	69.8192	66.4178	9.22667	9.13716	5.47493	5.38542	66.0479	45586.3	4.55111	3.22147e+06	4.50586e+06	191834	11616.6	3585280	98.3272	3.27718	0.00964151	42	104	-4508936653500366188	0.3993	0.9996	0.6003	0.001	6	10	157	True	True	True	1590167165147556477	1	12500
158	41.4157	2279	2043.16	0.0355531	107.421	47.7389	181.143	177.806	62.1409	58.8042	9.12645	9.02217	5.40764	5.30337	58.397	33293.1	5.83268	6.94186e+06	9.93073e+06	168487	11539.4	7392830	14.6015	0.519128	0.00924751	42	37	6902157606496405152	0.3515	0.9984	0.6469	0.00631	5	16	158	True	True	True	1590115252714264653	2	12500
160	48.0352	1963.32	1438.42	0.0425564	88.505	44.3093	196.478	193.321	69.2843	66.1273	8.80806	8.72498	5.46086	5.37778	55.0607	27046.9	4.29681	3.30006e+06	4.53621e+06	107846	7833.13	3585280	7.87169	0.33499	0.00929601	42	61	-8999065712151771232	0.37334	0.99904	0.6257	0.01	6	10	160	True	True	True	1590114033472966195	0	12500
161	32.8852	2520.34	2260.47	0.0406485	105.86	50.203	151.442	148.239	50.4181	47.2154	9.08278	8.95959	5.19726	5.07407	64	40346.9	3.78991	5.19482e+06	7.28913e+06	179322	11206.3	5629230	22.6832	0.922038	0.00979761	42	18	-8735883835984416639	0.35074	0.99904	0.6483	0.00631	4	16	161	True	True	True	1590114796118124082	2	12500
163	27.9247	2209.46	1548.77	0.0377033	81.086	47.0049	110.814	107.536	37.3492	34.0712	8.53641	8.37251	4.86319	4.69929	72.8178	40243.5	8.00171	989747	1.25392e+06	119715	6574.93	972830	671.242	25.3081	0.00940283	42	36	3577345688727135263	0.4421	1	0.5579	0.001	3	8	163	True	True	True	1590115595568561921	3	12500
165	36.2267	3657.7	3685.22	0.0292965	125.796	60.479	192.251	188.72	62.2302	58.6999	9.47357	9.36325	5.41043	5.30011	72.8178	66608.1	7.11111	7.51764e+06	1.02178e+07	288098	15824.5	7392830	109.409	3.20531	0.0099513	42	56	4980573621573653097	0.39528	0.99888	0.6036	0.001	5	16	165	True	True	True	1590167522861396552	3	12500
167	31.4064	2075.82	1335.35	0.0478854	84.2585	45.5611	112.363	109.324	38.781	35.7421	8.6139	8.46195	4.93478	4.78284	66.0479	34297.4	5.22449	2.18526e+06	2.85319e+06	117248	7099.5	2179230	54.105	2.59084	0.00946179	42	16	4237752798273886085	0.35344	0.99984	0.6464	0.01	3	12	167	True	True	True	1590114398826431843	3	12500
169	35.3021	3786.57	1467.38	0.043803	95.8632	61.5351	85.4175	82.2895	30.1053	26.9772	8.74031	8.51688	4.78944	4.566	75.3071	71310.5	9.86654	2.50549e+06	2.97019e+06	173035	9189.75	2102030	306.418	13.4221	0.00998043	42	25	-1527731969814682931	0.3325	1	0.6675	0.00631	2	16	169	True	True	True	1590114607403451779	1	12500
170	31.5358	1627.98	988.186	0.0477443	70.148	40.3482	106.086	103.044	37.1094	34.0675	8.30004	8.14795	4.8512	4.69911	62.0459	25273.8	6.23781	993196	1.26113e+06	76349.5	4920.74	972830	86.0868	4.11015	0.00957791	42	19	-2959591463707652910	0.37144	0.99984	0.6284	0.01	3	8	170	True	True	True	1590114449587675323	4	12500
172	37.676	2834.43	802.785	0.0467676	72.6678	53.2394	77.5744	74.5118	28.3308	25.2682	8.18008	7.96133	4.66269	4.44393	62.0459	43987.7	10.24	641421	723636	81931.6	5280.61	531030	415.859	19.4487	0.00952099	42	31	-5783648748449743143	0.3404	1	0.6596	0.01	2	8	172	True	True	True	1590114387611033244	3	12500
174	40.6902	2057.36	1855.36	0.0367855	100.561	45.3581	177.756	174.453	61.0335	57.7308	9.02061	8.9174	5.37303	5.26982	58.397	30057.3	6.05917	5.34552e+06	7.59333e+06	147656	10112.5	5663730	15.2327	0.560343	0.00944796	42	42	-3470121482614085118	0.3478	0.9984	0.6506	0.00631	5	14	174	True	True	True	1590115486304892436	3	12500
176	32.3828	2033.42	1770.8	0.0405839	91.9032	45.0934	145.056	141.851	48.615	45.4106	8.83716	8.71392	5.1279	5.00466	56.692	28841.1	4.29681	2.95808e+06	4.08395e+06	119730	8446.2	3171930	28.2956	1.14835	0.00806174	42	21	8799905969568142923	0.35246	0.99976	0.6473	0.00631	4	12	176	True	True	True	1590115087615711160	4	12500
178	28.6064	2591.74	1812.87	0.0383589	89.0101	50.9092	114.295	111.034	38.3039	35.0432	8.71046	8.54743	4.91093	4.74789	70.4499	45668.6	7.11111	1.54475e+06	1.96687e+06	139562	7922.8	1516030	514.225	19.7251	0.00984379	42	25	981211836129003067	0.4125	1	0.5875	0.001585	3	10	178	True	True	True	1590114931439245674	0	12500
181	35.3421	3555.38	3690.67	0.0266554	125.139	59.627	192.15	188.525	62.1013	58.4765	9.47042	9.35714	5.4064	5.29312	68.1956	60636.9	7.33865	7.50023e+06	1.02334e+07	267004	15659.8	7392830	104.678	2.79023	0.00949849	42	60	4980573621573653097	0.3945	0.9984	0.6039	0.001	5	16	181	True	True	True	1590167173225078765	2	12500
184	31.4956	3136.89	2847.92	0.0419549	113.209	56.0079	154.888	151.717	50.6115	47.4404	9.21532	9.09335	5.20469	5.08273	68.1956	53502	4.29681	5.46242e+06	7.43827e+06	218526	12816.4	5629230	75.9864	3.188	0.00979049	42	19	-3898319721660655299	0.36934	0.99984	0.6305	0.003162	4	16	184	True	True	True	1590115173573325175	2	12500
185	35.1767	3550.05	1375.29	0.0409236	88.9203	59.5823	83.5157	80.3196	29.3517	26.1556	8.60446	8.37618	4.73561	4.50732	86.6592	76932.8	9.98872	1.37838e+06	1.61514e+06	171321	7906.81	1186530	687.022	28.1154	0.00978877	42	37	-1575375827339164790	0.3521	1	0.6479	0.003162	2	12	185	True	True	True	1590114807000591672	1	12500
187	31.741	2562.08	1669.76	0.0472281	96.61	50.617	116.894	113.841	40.004	36.9512	8.84042	8.68778	4.99593	4.8433	75.3071	48257.2	5.22449	3.91129e+06	5.15744e+06	175741	9333.5	3865630	40.7746	1.9257	0.00947462	42	15	6070358833646617446	0.3442	1	0.6558	0.01	3	16	187	True	True	True	1590114644452258838	3	12500
192	42.2315	3460.22	3814.29	0.0329705	130.106	58.8236	225.431	222.019	73.572	70.1598	9.56998	9.48019	5.57369	5.4839	68.1956	59014.4	4.09542	7.93648e+06	1.15611e+07	288618	16927.6	9156430	27.1504	0.895162	0.00884818	42	79	-8481762122677257250	0.38996	0.99976	0.6098	0.001585	6	16	192	True	True	True	1590167171478100298	0	12500
196	29.9607	3221.35	2798.23	0.0388206	106.975	56.757	151.974	148.725	49.3956	46.1468	9.10326	8.97831	5.15793	5.03297	77.9263	62778.6	5.36729	3.09657e+06	4.09902e+06	222962	11443.7	3171930	485.949	18.8648	0.00976725	42	26	1341775228232666432	0.425	1	0.575	0.001	4	12	196	True	True	True	1590115687095427805	2	12500
198	30.7573	2453.31	2226.77	0.0427091	98.4416	49.5309	148.356	145.202	48.7376	45.5842	8.96408	8.8428	5.13262	5.01134	62.0459	38076	4.40312	3.05369e+06	4.13994e+06	150339	9690.75	3171930	91.6986	3.91636	0.00981255	42	20	-6747634100443282140	0.36496	0.99976	0.6348	0.003162	4	12	198	True	True	True	1590115185821746249	4	12500
199	43.2256	2008.42	2054.75	0.0395298	97.1041	44.8154	204.541	201.31	68.9423	65.7116	9.02025	8.93523	5.45186	5.36684	56.692	28486.8	3.84821	3.19502e+06	4.57666e+06	133662	9429.2	3585280	14.3213	0.566116	0.00987104	42	68	1817495499038860681	0.3772	0.9996	0.6224	0.003162	6	10	199	True	True	True	1590115014730529836	1	12500
201	33.4255	1747.91	1477.54	0.0446451	87.116	41.808	142.212	139.103	48.5306	45.4216	8.7278	8.60823	5.12466	5.00508	56.692	24794.5	4.12799	2.84241e+06	4.00322e+06	107583	7589.2	3171930	16.6884	0.745056	0.00962298	42	20	1534727104028171244	0.3398	0.9996	0.6598	0.01	4	12	201	True	True	True	1590114391354979160	2	12500
204	30.5632	4331.58	3679.74	0.0374126	124.078	65.8148	158.773	155.488	51.2061	47.9204	9.36477	9.23839	5.22756	5.10119	83.5918	90542.9	5.04278	5.4276e+06	7.20811e+06	321754	15395.4	5629230	456.204	17.0678	0.00982314	42	23	5812349128615729751	0.4214	1	0.5786	0.001	4	16	204	True	True	True	1590115471399696895	0	12500
205	35.1617	3822.29	1535.04	0.0370077	91.6995	61.8246	84.2779	80.9813	29.4129	26.1163	8.65891	8.42344	4.73998	4.50451	75.3071	71982.9	11.497	1.37363e+06	1.60675e+06	158332	8408.79	1186530	1024.58	37.9171	0.00923964	42	56	-10688740159849512	0.3628	1	0.6372	0.001585	2	12	205	True	True	True	1590114932607843773	0	12500
206	36.8687	3615.69	1314.45	0.0419243	91.259	60.1306	84.0796	80.9077	29.8435	26.6716	8.64475	8.41818	4.77074	4.54417	75.3071	68093.4	10.24	1.94367e+06	2.2789e+06	156815	8328.21	1611780	356.893	14.9625	0.00930815	42	27	3429072442328821228	0.3276	1	0.6724	0.00631	2	14	206	True	True	True	1590114406986281448	0	12500
